log_timestamp_utc,event_type,frame_seq_recv,rssi_dbm,notes,packet_type_recv_hex,data_len_byte_value,payload_len_on_wire,ack_seq_sent,ack_type_sent_hex,is_decoded_ts_valid,calculated_latency_ms,decoded_ts,decoded_accel_ax,decoded_accel_ay,decoded_accel_az,decoded_gyro_gx,decoded_gyro_gy,decoded_gyro_gz,decoded_angle_roll,decoded_angle_pitch,decoded_angle_yaw,decoded_gps_lat,decoded_gps_lon,decoded_gps_altitude
2025-06-13T06:52:15.802+00:00Z,DATA_ACK_SENT,,,,,,,195,0xaa,,,,,,,,,,,,,,,
2025-06-13T06:52:15.804+00:00Z,DECODE_SUCCESS_DUMMY,195,-22,"type: dummy, size: 16",,,,,,,,,,,,,,,,,,,,
2025-06-13T06:52:19.133+00:00Z,CTRL_PKT_RECV,196,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T06:52:19.142+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,196,0x55,,,,,,,,,,,,,,,
2025-06-13T06:52:26.149+00:00Z,CTRL_PKT_RECV,198,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T06:52:26.158+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,198,0x55,,,,,,,,,,,,,,,
2025-06-13T06:52:29.178+00:00Z,DATA_FRAME_RECV,198,-22,,,17,16,,,,,,,,,,,,,,,,,
2025-06-13T06:52:29.190+00:00Z,DATA_ACK_SENT,,,,,,,198,0xaa,,,,,,,,,,,,,,,
2025-06-13T06:52:29.192+00:00Z,DECODE_SUCCESS_DUMMY,198,-22,"type: dummy, size: 16",,,,,,,,,,,,,,,,,,,,
2025-06-13T06:52:32.520+00:00Z,CTRL_PKT_RECV,199,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T06:52:32.530+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,199,0x55,,,,,,,,,,,,,,,
2025-06-13T06:52:36.718+00:00Z,KEYBOARD_INTERRUPT,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13T06:52:36.719+00:00Z,PDR_CALCULATED,,,33.00% (66/200),,,,,,,,,,,,,,,,,,,,
2025-06-13T06:52:36.721+00:00Z,SERIAL_PORT_CLOSED,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13T07:37:50.927+00:00Z,SERIAL_PORT_OPEN,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13T07:37:57.937+00:00Z,HANDSHAKE_SYN_TIMEOUT,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13T07:37:59.762+00:00Z,HANDSHAKE_SYN_RECV,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13T07:37:59.774+00:00Z,HANDSHAKE_ACK_SENT,,,,,,,0,0x00,,,,,,,,,,,,,,,
2025-06-13T07:37:59.775+00:00Z,HANDSHAKE_SUCCESS,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13T07:38:05.826+00:00Z,DATA_FRAME_INCOMPLETE,,,,,13,,,,,,,,,,,,,,,,,,
2025-06-13T07:38:11.840+00:00Z,DATA_FRAME_INCOMPLETE,,,,,13,,,,,,,,,,,,,,,,,,
2025-06-13T07:38:17.855+00:00Z,DATA_FRAME_INCOMPLETE,,,,,13,,,,,,,,,,,,,,,,,,
2025-06-13T07:38:45.244+00:00Z,KEYBOARD_INTERRUPT,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13T07:38:45.246+00:00Z,PDR_CALCULATED,,,0.00% (0/200),,,,,,,,,,,,,,,,,,,,
2025-06-13T07:38:45.247+00:00Z,SERIAL_PORT_CLOSED,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13T07:38:49.186+00:00Z,SERIAL_PORT_OPEN,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13T07:38:56.194+00:00Z,HANDSHAKE_SYN_TIMEOUT,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13T07:38:58.082+00:00Z,HANDSHAKE_SYN_RECV,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13T07:38:58.094+00:00Z,HANDSHAKE_ACK_SENT,,,,,,,0,0x00,,,,,,,,,,,,,,,
2025-06-13T07:38:58.095+00:00Z,HANDSHAKE_SUCCESS,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13T07:39:07.154+00:00Z,DATA_FRAME_INCOMPLETE,,,,,13,,,,,,,,,,,,,,,,,,
2025-06-13T07:39:16.176+00:00Z,DATA_FRAME_INCOMPLETE,,,,,13,,,,,,,,,,,,,,,,,,
2025-06-13T07:39:25.189+00:00Z,DATA_FRAME_INCOMPLETE,,,,,13,,,,,,,,,,,,,,,,,,
2025-06-13T07:39:34.208+00:00Z,DATA_FRAME_INCOMPLETE,,,,,13,,,,,,,,,,,,,,,,,,
2025-06-13T07:39:43.186+00:00Z,KEYBOARD_INTERRUPT,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13T07:39:43.187+00:00Z,PDR_CALCULATED,,,0.00% (0/200),,,,,,,,,,,,,,,,,,,,
2025-06-13T07:39:43.188+00:00Z,SERIAL_PORT_CLOSED,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13T07:39:47.306+00:00Z,SERIAL_PORT_OPEN,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13T07:39:49.944+00:00Z,HANDSHAKE_SYN_RECV,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13T07:39:49.954+00:00Z,HANDSHAKE_ACK_SENT,,,,,,,0,0x00,,,,,,,,,,,,,,,
2025-06-13T07:39:49.954+00:00Z,HANDSHAKE_SUCCESS,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13T07:43:14.504+00:00Z,DATA_FRAME_INCOMPLETE,,,,,13,,,,,,,,,,,,,,,,,,
2025-06-13T07:43:15.847+00:00Z,KEYBOARD_INTERRUPT,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13T07:43:15.849+00:00Z,PDR_CALCULATED,,,0.00% (0/200),,,,,,,,,,,,,,,,,,,,
2025-06-13T07:43:15.850+00:00Z,SERIAL_PORT_CLOSED,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13T07:43:16.965+00:00Z,SERIAL_PORT_OPEN,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13T07:43:23.470+00:00Z,HANDSHAKE_SYN_RECV,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13T07:43:23.482+00:00Z,HANDSHAKE_ACK_SENT,,,,,,,0,0x00,,,,,,,,,,,,,,,
2025-06-13T07:43:23.483+00:00Z,HANDSHAKE_SUCCESS,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13T07:43:32.538+00:00Z,DATA_FRAME_INCOMPLETE,,,,,13,,,,,,,,,,,,,,,,,,
2025-06-13T07:43:36.020+00:00Z,KEYBOARD_INTERRUPT,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13T07:43:36.021+00:00Z,PDR_CALCULATED,,,0.00% (0/200),,,,,,,,,,,,,,,,,,,,
2025-06-13T07:43:36.022+00:00Z,SERIAL_PORT_CLOSED,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13T07:43:38.209+00:00Z,SERIAL_PORT_OPEN,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13T07:43:43.590+00:00Z,HANDSHAKE_SYN_RECV,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13T07:43:43.602+00:00Z,HANDSHAKE_ACK_SENT,,,,,,,0,0x00,,,,,,,,,,,,,,,
2025-06-13T07:43:43.603+00:00Z,HANDSHAKE_SUCCESS,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13T07:43:52.665+00:00Z,DATA_FRAME_INCOMPLETE,,,,,13,,,,,,,,,,,,,,,,,,
2025-06-13T07:44:01.691+00:00Z,DATA_FRAME_INCOMPLETE,,,,,13,,,,,,,,,,,,,,,,,,
2025-06-13T07:44:02.237+00:00Z,KEYBOARD_INTERRUPT,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13T07:44:02.238+00:00Z,PDR_CALCULATED,,,0.00% (0/200),,,,,,,,,,,,,,,,,,,,
2025-06-13T07:44:02.239+00:00Z,SERIAL_PORT_CLOSED,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13T07:44:03.442+00:00Z,SERIAL_PORT_OPEN,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13T07:44:10.450+00:00Z,HANDSHAKE_SYN_TIMEOUT,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13T07:44:10.672+00:00Z,HANDSHAKE_SYN_RECV,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13T07:44:10.682+00:00Z,HANDSHAKE_ACK_SENT,,,,,,,0,0x00,,,,,,,,,,,,,,,
2025-06-13T07:44:10.682+00:00Z,HANDSHAKE_SUCCESS,,,,,,,,,,,,,,,,,,,,,,,
2025-06-13T07:44:15.866+00:00Z,CTRL_PKT_RECV,0,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T07:44:15.878+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,0,0x55,,,,,,,,,,,,,,,
2025-06-13T07:44:24.884+00:00Z,CTRL_PKT_RECV,1,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T07:44:24.894+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,1,0x55,,,,,,,,,,,,,,,
2025-06-13T07:44:33.901+00:00Z,CTRL_PKT_RECV,2,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T07:44:33.914+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,2,0x55,,,,,,,,,,,,,,,
2025-06-13T07:44:42.921+00:00Z,CTRL_PKT_RECV,3,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T07:44:42.934+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,3,0x55,,,,,,,,,,,,,,,
2025-06-13T07:44:51.941+00:00Z,CTRL_PKT_RECV,4,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T07:44:51.950+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,4,0x55,,,,,,,,,,,,,,,
2025-06-13T07:44:55.496+00:00Z,DATA_FRAME_RECV,4,-104,,,33,32,,,,,,,,,,,,,,,,,
2025-06-13T07:44:55.506+00:00Z,DATA_ACK_SENT,,,,,,,4,0xaa,,,,,,,,,,,,,,,
2025-06-13T07:44:55.509+00:00Z,DECODE_SUCCESS,4,-104,,,,,,,True,5507,1749800690.0,-0.762,-0.218,0.641,0.0,0.0,-0.1,-18.8,48.6,-98.6,35.524803161621094,127.87337493896484,0.0
2025-06-13T07:45:03.334+00:00Z,CTRL_PKT_RECV,5,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T07:45:03.346+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,5,0x55,,,,,,,,,,,,,,,
2025-06-13T07:45:12.352+00:00Z,CTRL_PKT_RECV,6,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T07:45:12.362+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,6,0x55,,,,,,,,,,,,,,,
2025-06-13T07:45:15.907+00:00Z,DATA_FRAME_RECV,6,-104,,,33,32,,,,,,,,,,,,,,,,,
2025-06-13T07:45:15.918+00:00Z,DATA_ACK_SENT,,,,,,,6,0xaa,,,,,,,,,,,,,,,
2025-06-13T07:45:15.921+00:00Z,DECODE_SUCCESS,6,-104,,,,,,,True,4919,1749800711.0,-0.767,-0.219,0.635,0.0,0.0,0.0,-18.8,48.6,-98.6,36.150169372558594,128.3609161376953,0.0
2025-06-13T07:45:19.249+00:00Z,CTRL_PKT_RECV,7,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T07:45:19.262+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,7,0x55,,,,,,,,,,,,,,,
2025-06-13T07:45:29.276+00:00Z,CTRL_PKT_RECV,9,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T07:45:29.286+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,9,0x55,,,,,,,,,,,,,,,
2025-06-13T07:45:38.287+00:00Z,CTRL_PKT_RECV,10,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T07:45:38.298+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,10,0x55,,,,,,,,,,,,,,,
2025-06-13T07:45:47.297+00:00Z,CTRL_PKT_RECV,11,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T07:45:47.310+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,11,0x55,,,,,,,,,,,,,,,
2025-06-13T07:45:56.314+00:00Z,CTRL_PKT_RECV,12,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T07:45:56.326+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,12,0x55,,,,,,,,,,,,,,,
2025-06-13T07:46:05.331+00:00Z,CTRL_PKT_RECV,13,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T07:46:05.342+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,13,0x55,,,,,,,,,,,,,,,
2025-06-13T07:46:14.341+00:00Z,CTRL_PKT_RECV,14,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T07:46:14.354+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,14,0x55,,,,,,,,,,,,,,,
2025-06-13T07:46:23.358+00:00Z,CTRL_PKT_RECV,15,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T07:46:23.370+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,15,0x55,,,,,,,,,,,,,,,
2025-06-13T07:46:32.374+00:00Z,CTRL_PKT_RECV,16,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T07:46:32.386+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,16,0x55,,,,,,,,,,,,,,,
2025-06-13T07:46:41.391+00:00Z,CTRL_PKT_RECV,17,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T07:46:41.402+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,17,0x55,,,,,,,,,,,,,,,
2025-06-13T07:46:50.401+00:00Z,CTRL_PKT_RECV,18,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T07:46:50.414+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,18,0x55,,,,,,,,,,,,,,,
2025-06-13T07:46:59.416+00:00Z,CTRL_PKT_RECV,19,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T07:46:59.426+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,19,0x55,,,,,,,,,,,,,,,
2025-06-13T07:47:08.433+00:00Z,CTRL_PKT_RECV,20,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T07:47:08.446+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,20,0x55,,,,,,,,,,,,,,,
2025-06-13T07:47:17.450+00:00Z,CTRL_PKT_RECV,21,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T07:47:17.462+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,21,0x55,,,,,,,,,,,,,,,
2025-06-13T07:47:26.466+00:00Z,CTRL_PKT_RECV,22,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T07:47:26.478+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,22,0x55,,,,,,,,,,,,,,,
2025-06-13T07:47:35.483+00:00Z,CTRL_PKT_RECV,23,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T07:47:35.494+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,23,0x55,,,,,,,,,,,,,,,
2025-06-13T07:47:44.499+00:00Z,CTRL_PKT_RECV,24,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T07:47:44.510+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,24,0x55,,,,,,,,,,,,,,,
2025-06-13T07:47:53.514+00:00Z,CTRL_PKT_RECV,25,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T07:47:53.526+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,25,0x55,,,,,,,,,,,,,,,
2025-06-13T07:48:02.523+00:00Z,CTRL_PKT_RECV,26,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T07:48:02.534+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,26,0x55,,,,,,,,,,,,,,,
2025-06-13T07:48:11.538+00:00Z,CTRL_PKT_RECV,27,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T07:48:11.550+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,27,0x55,,,,,,,,,,,,,,,
2025-06-13T07:48:20.555+00:00Z,CTRL_PKT_RECV,28,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T07:48:20.566+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,28,0x55,,,,,,,,,,,,,,,
2025-06-13T07:48:29.571+00:00Z,CTRL_PKT_RECV,29,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T07:48:29.582+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,29,0x55,,,,,,,,,,,,,,,
2025-06-13T07:48:38.587+00:00Z,CTRL_PKT_RECV,30,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T07:48:38.602+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,30,0x55,,,,,,,,,,,,,,,
2025-06-13T07:48:47.602+00:00Z,CTRL_PKT_RECV,31,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T07:48:47.614+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,31,0x55,,,,,,,,,,,,,,,
2025-06-13T07:48:51.158+00:00Z,DATA_FRAME_RECV,31,-104,,,33,32,,,,,,,,,,,,,,,,,
2025-06-13T07:48:51.170+00:00Z,DATA_ACK_SENT,,,,,,,31,0xaa,,,,,,,,,,,,,,,
2025-06-13T07:48:51.174+00:00Z,DECODE_SUCCESS,31,-104,,,,,,,True,5171,1749800926.0,-0.765,-0.218,0.638,0.0,0.0,0.0,-18.8,48.6,-98.6,33.54121017456055,129.73605346679688,0.0
2025-06-13T07:48:58.993+00:00Z,CTRL_PKT_RECV,32,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T07:48:59.002+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,32,0x55,,,,,,,,,,,,,,,
2025-06-13T07:49:08.009+00:00Z,CTRL_PKT_RECV,33,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T07:49:08.022+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,33,0x55,,,,,,,,,,,,,,,
2025-06-13T07:49:17.025+00:00Z,CTRL_PKT_RECV,34,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T07:49:17.034+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,34,0x55,,,,,,,,,,,,,,,
2025-06-13T07:49:26.036+00:00Z,CTRL_PKT_RECV,35,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T07:49:26.046+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,35,0x55,,,,,,,,,,,,,,,
2025-06-13T07:49:35.051+00:00Z,CTRL_PKT_RECV,36,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T07:49:35.062+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,36,0x55,,,,,,,,,,,,,,,
2025-06-13T07:49:44.067+00:00Z,CTRL_PKT_RECV,37,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T07:49:44.078+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,37,0x55,,,,,,,,,,,,,,,
2025-06-13T07:49:53.075+00:00Z,CTRL_PKT_RECV,38,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T07:49:53.086+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,38,0x55,,,,,,,,,,,,,,,
2025-06-13T07:50:02.090+00:00Z,CTRL_PKT_RECV,39,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T07:50:02.102+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,39,0x55,,,,,,,,,,,,,,,
2025-06-13T07:50:11.107+00:00Z,CTRL_PKT_RECV,40,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T07:50:11.118+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,40,0x55,,,,,,,,,,,,,,,
2025-06-13T07:50:20.130+00:00Z,CTRL_PKT_RECV,41,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T07:50:20.142+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,41,0x55,,,,,,,,,,,,,,,
2025-06-13T07:50:29.146+00:00Z,CTRL_PKT_RECV,42,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T07:50:29.158+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,42,0x55,,,,,,,,,,,,,,,
2025-06-13T07:50:38.161+00:00Z,CTRL_PKT_RECV,43,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T07:50:38.174+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,43,0x55,,,,,,,,,,,,,,,
2025-06-13T07:50:47.170+00:00Z,CTRL_PKT_RECV,44,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T07:50:47.182+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,44,0x55,,,,,,,,,,,,,,,
2025-06-13T07:50:56.191+00:00Z,CTRL_PKT_RECV,45,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T07:50:56.202+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,45,0x55,,,,,,,,,,,,,,,
2025-06-13T07:51:05.204+00:00Z,CTRL_PKT_RECV,46,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T07:51:05.214+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,46,0x55,,,,,,,,,,,,,,,
2025-06-13T07:51:14.213+00:00Z,CTRL_PKT_RECV,47,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T07:51:14.226+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,47,0x55,,,,,,,,,,,,,,,
2025-06-13T07:51:23.222+00:00Z,CTRL_PKT_RECV,48,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T07:51:23.234+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,48,0x55,,,,,,,,,,,,,,,
2025-06-13T07:51:26.777+00:00Z,DATA_FRAME_RECV,48,-104,,,33,32,,,,,,,,,,,,,,,,,
2025-06-13T07:51:26.786+00:00Z,DATA_ACK_SENT,,,,,,,48,0xaa,,,,,,,,,,,,,,,
2025-06-13T07:51:26.789+00:00Z,DECODE_SUCCESS,48,-104,,,,,,,True,4787,1749801082.0,-0.766,-0.216,0.634,0.0,0.0,0.0,-18.8,48.6,-98.6,37.95107650756836,129.37551879882812,0.0
2025-06-13T07:51:34.612+00:00Z,CTRL_PKT_RECV,49,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T07:51:34.622+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,49,0x55,,,,,,,,,,,,,,,
2025-06-13T07:51:43.621+00:00Z,CTRL_PKT_RECV,50,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T07:51:43.634+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,50,0x55,,,,,,,,,,,,,,,
2025-06-13T07:51:52.636+00:00Z,CTRL_PKT_RECV,51,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T07:51:52.646+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,51,0x55,,,,,,,,,,,,,,,
2025-06-13T07:52:01.647+00:00Z,CTRL_PKT_RECV,52,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T07:52:01.658+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,52,0x55,,,,,,,,,,,,,,,
2025-06-13T07:52:10.664+00:00Z,CTRL_PKT_RECV,53,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T07:52:10.674+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,53,0x55,,,,,,,,,,,,,,,
2025-06-13T07:52:19.681+00:00Z,CTRL_PKT_RECV,54,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T07:52:19.694+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,54,0x55,,,,,,,,,,,,,,,
2025-06-13T07:52:23.236+00:00Z,DATA_FRAME_RECV,54,-104,,,33,32,,,,,,,,,,,,,,,,,
2025-06-13T07:52:23.246+00:00Z,DATA_ACK_SENT,,,,,,,54,0xaa,,,,,,,,,,,,,,,
2025-06-13T07:52:23.249+00:00Z,DECODE_SUCCESS,54,-104,,,,,,,True,5247,1749801138.0,-0.764,-0.215,0.636,0.0,0.0,-0.1,-18.8,48.6,-98.6,34.9354133605957,129.42556762695312,90.7
2025-06-13T07:52:26.579+00:00Z,CTRL_PKT_RECV,55,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T07:52:26.590+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,55,0x55,,,,,,,,,,,,,,,
2025-06-13T07:52:36.600+00:00Z,CTRL_PKT_RECV,57,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T07:52:36.610+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,57,0x55,,,,,,,,,,,,,,,
2025-06-13T07:52:40.155+00:00Z,DATA_FRAME_RECV,57,-104,,,33,32,,,,,,,,,,,,,,,,,
2025-06-13T07:52:40.166+00:00Z,DATA_ACK_SENT,,,,,,,57,0xaa,,,,,,,,,,,,,,,
2025-06-13T07:52:40.169+00:00Z,DECODE_SUCCESS,57,-104,,,,,,,True,5167,1749801155.0,-0.765,-0.216,0.637,0.0,0.0,0.1,-18.8,48.6,-98.6,33.19542694091797,129.53543090820312,65.9
2025-06-13T07:52:43.498+00:00Z,CTRL_PKT_RECV,58,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T07:52:43.510+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,58,0x55,,,,,,,,,,,,,,,
2025-06-13T07:52:53.523+00:00Z,CTRL_PKT_RECV,60,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T07:52:53.534+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,60,0x55,,,,,,,,,,,,,,,
2025-06-13T07:52:57.078+00:00Z,DATA_FRAME_RECV,60,-104,,,33,32,,,,,,,,,,,,,,,,,
2025-06-13T07:52:57.090+00:00Z,DATA_ACK_SENT,,,,,,,60,0xaa,,,,,,,,,,,,,,,
2025-06-13T07:52:57.094+00:00Z,DECODE_SUCCESS,60,-104,,,,,,,True,5091,1749801172.0,-0.764,-0.217,0.639,0.0,0.0,0.0,-18.8,48.6,-98.6,35.06951904296875,127.94364929199219,0.0
2025-06-13T07:53:00.420+00:00Z,CTRL_PKT_RECV,61,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T07:53:00.430+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,61,0x55,,,,,,,,,,,,,,,
2025-06-13T07:53:10.444+00:00Z,CTRL_PKT_RECV,63,,,0x50,,,,,,,,,,,,,,,,,,,
2025-06-13T07:53:10.454+00:00Z,SEND_PERMIT_ACK_SENT,,,,,,,63,0x55,,,,,,,,,,,,,,,
2025-06-13T07:53:13.999+00:00Z,DATA_FRAME_RECV,63,-104,,,33,32,,,,,,,,,,,,,,,,,
2025-06-13T07:53:14.010+00:00Z,DATA_ACK_SENT,,,,,,,63,0xaa,,,,,,,,,,,,,,,
2025-06-13T07:53:14.013+00:00Z,DECODE_SUCCESS,63,-104,,,,,,,True,5011,1749801189.0,-0.764,-0.215,0.639,0.0,0.0,0.0,-18.8,48.6,-98.6,36.074119567871094,128.03334045410156,0.0
