log_timestamp_utc,event_type,frame_seq_recv,packet_type_recv_hex,data_len_byte_value,payload_len_on_wire,rssi_dbm,ack_seq_sent,ack_type_sent_hex,decoded_ts_valid_check,decoded_latency_ms_calc,notes,decoded_ts,decoded_accel_ax,decoded_accel_ay,decoded_accel_az,decoded_gyro_gx,decoded_gyro_gy,decoded_gyro_gz,decoded_angle_roll,decoded_angle_pitch,decoded_angle_yaw,decoded_gps_lat,decoded_gps_lon,decoded_gps_altitude
2025-06-09T08:32:33.381+00:00Z,DATA_ACK_SENT_OK,,,,,,80,0xaa,,,,,,,,,,,,,,,,
2025-06-09T08:32:33.382+00:00Z,DECODE_SUCCESS,80,,,37,,,,True,1382,Msg #79,1749457952.0,0.264,-0.393,0.925,0.0,0.0,0.0,-23.1,-14.7,-132.7,35.147743225097656,129.0269012451172,124.8
2025-06-09T08:32:34.843+00:00Z,CTRL_PKT_RECV,81,0x50,,,,,,,,,,,,,,,,,,,,,
2025-06-09T08:32:34.853+00:00Z,SEND_PERMIT_ACK_SENT_OK,,,,,,81,0x55,,,,,,,,,,,,,,,,
2025-06-09T08:32:35.486+00:00Z,DATA_LEN_BYTE_RECV,,LEN_0x26,38,,,,,,,,,,,,,,,,,,,,
2025-06-09T08:32:35.515+00:00Z,DATA_FRAME_RECV_FULL,81,DATA_FRAME,38,37,-94,,,,,,,,,,,,,,,,,,
2025-06-09T08:32:35.525+00:00Z,DATA_ACK_SENT_OK,,,,,,81,0xaa,,,,,,,,,,,,,,,,
2025-06-09T08:32:35.526+00:00Z,DECODE_SUCCESS,81,,,37,,,,True,1526,Msg #80,1749457954.0,0.265,-0.394,0.923,0.0,0.0,0.0,-23.1,-14.7,-132.7,35.14774703979492,129.02688598632812,124.9
2025-06-09T08:32:36.987+00:00Z,CTRL_PKT_RECV,82,0x50,,,,,,,,,,,,,,,,,,,,,
2025-06-09T08:32:36.997+00:00Z,SEND_PERMIT_ACK_SENT_OK,,,,,,82,0x55,,,,,,,,,,,,,,,,
2025-06-09T08:32:37.653+00:00Z,DATA_LEN_BYTE_RECV,,LEN_0x29,41,,,,,,,,,,,,,,,,,,,,
2025-06-09T08:32:37.685+00:00Z,DATA_FRAME_RECV_FULL,82,DATA_FRAME,41,40,-95,,,,,,,,,,,,,,,,,,
2025-06-09T08:32:37.697+00:00Z,DATA_ACK_SENT_OK,,,,,,82,0xaa,,,,,,,,,,,,,,,,
2025-06-09T08:32:37.698+00:00Z,DECODE_SUCCESS,82,,,40,,,,True,1698,Msg #81,1749457956.0,0.265,-0.393,0.924,0.0,0.0,-0.1,-23.1,-14.7,-132.7,35.147743225097656,129.02688598632812,123.5
2025-06-09T08:32:39.158+00:00Z,CTRL_PKT_RECV,83,0x50,,,,,,,,,,,,,,,,,,,,,
2025-06-09T08:32:39.169+00:00Z,SEND_PERMIT_ACK_SENT_OK,,,,,,83,0x55,,,,,,,,,,,,,,,,
2025-06-09T08:32:39.801+00:00Z,DATA_LEN_BYTE_RECV,,LEN_0x26,38,,,,,,,,,,,,,,,,,,,,
2025-06-09T08:32:39.830+00:00Z,DATA_FRAME_RECV_FULL,83,DATA_FRAME,38,37,-96,,,,,,,,,,,,,,,,,,
2025-06-09T08:32:39.841+00:00Z,DATA_ACK_SENT_OK,,,,,,83,0xaa,,,,,,,,,,,,,,,,
2025-06-09T08:32:39.842+00:00Z,DECODE_SUCCESS,83,,,37,,,,True,1842,Msg #82,1749457958.0,0.265,-0.395,0.922,0.0,0.0,0.0,-23.1,-14.7,-132.7,35.14773941040039,129.02688598632812,122.6
2025-06-09T08:32:41.304+00:00Z,CTRL_PKT_RECV,84,0x50,,,,,,,,,,,,,,,,,,,,,
2025-06-09T08:32:41.317+00:00Z,SEND_PERMIT_ACK_SENT_OK,,,,,,84,0x55,,,,,,,,,,,,,,,,
2025-06-09T08:32:41.971+00:00Z,DATA_LEN_BYTE_RECV,,LEN_0x29,41,,,,,,,,,,,,,,,,,,,,
2025-06-09T08:32:42.004+00:00Z,DATA_FRAME_RECV_FULL,84,DATA_FRAME,41,40,-96,,,,,,,,,,,,,,,,,,
2025-06-09T08:32:42.013+00:00Z,DATA_ACK_SENT_OK,,,,,,84,0xaa,,,,,,,,,,,,,,,,
2025-06-09T08:32:42.014+00:00Z,DECODE_SUCCESS,84,,,40,,,,True,1014,Msg #83,1749457961.0,0.264,-0.395,0.924,0.0,0.0,-0.1,-23.1,-14.7,-132.7,35.14773941040039,129.0269012451172,122.0
2025-06-09T08:32:43.473+00:00Z,CTRL_PKT_RECV,85,0x50,,,,,,,,,,,,,,,,,,,,,
2025-06-09T08:32:43.485+00:00Z,SEND_PERMIT_ACK_SENT_OK,,,,,,85,0x55,,,,,,,,,,,,,,,,
2025-06-09T08:32:44.116+00:00Z,DATA_LEN_BYTE_RECV,,LEN_0x26,38,,,,,,,,,,,,,,,,,,,,
2025-06-09T08:32:44.145+00:00Z,DATA_FRAME_RECV_FULL,85,DATA_FRAME,38,37,-95,,,,,,,,,,,,,,,,,,
2025-06-09T08:32:44.157+00:00Z,DATA_ACK_SENT_OK,,,,,,85,0xaa,,,,,,,,,,,,,,,,
2025-06-09T08:32:44.158+00:00Z,DECODE_SUCCESS,85,,,37,,,,True,1158,Msg #84,1749457963.0,0.266,-0.394,0.922,0.0,0.0,0.0,-23.1,-14.7,-132.7,35.14775848388672,129.02688598632812,121.3
2025-06-09T08:32:45.624+00:00Z,CTRL_PKT_RECV,86,0x50,,,,,,,,,,,,,,,,,,,,,
2025-06-09T08:32:45.633+00:00Z,SEND_PERMIT_ACK_SENT_OK,,,,,,86,0x55,,,,,,,,,,,,,,,,
2025-06-09T08:32:46.266+00:00Z,DATA_LEN_BYTE_RECV,,LEN_0x26,38,,,,,,,,,,,,,,,,,,,,
2025-06-09T08:32:46.295+00:00Z,DATA_FRAME_RECV_FULL,86,DATA_FRAME,38,37,-95,,,,,,,,,,,,,,,,,,
2025-06-09T08:32:46.305+00:00Z,DATA_ACK_SENT_OK,,,,,,86,0xaa,,,,,,,,,,,,,,,,
2025-06-09T08:32:46.306+00:00Z,DECODE_SUCCESS,86,,,37,,,,True,1306,Msg #85,1749457965.0,0.265,-0.395,0.925,0.0,0.0,0.0,-23.1,-14.7,-132.7,35.147762298583984,129.02688598632812,121.7
2025-06-09T08:32:47.777+00:00Z,CTRL_PKT_RECV,87,0x50,,,,,,,,,,,,,,,,,,,,,
2025-06-09T08:32:47.789+00:00Z,SEND_PERMIT_ACK_SENT_OK,,,,,,87,0x55,,,,,,,,,,,,,,,,
2025-06-09T08:32:48.420+00:00Z,DATA_LEN_BYTE_RECV,,LEN_0x26,38,,,,,,,,,,,,,,,,,,,,
2025-06-09T08:32:48.449+00:00Z,DATA_FRAME_RECV_FULL,87,DATA_FRAME,38,37,-96,,,,,,,,,,,,,,,,,,
2025-06-09T08:32:48.461+00:00Z,DATA_ACK_SENT_OK,,,,,,87,0xaa,,,,,,,,,,,,,,,,
2025-06-09T08:32:48.462+00:00Z,DECODE_SUCCESS,87,,,37,,,,True,1462,Msg #86,1749457967.0,0.264,-0.395,0.922,0.0,0.0,0.0,-23.1,-14.7,-132.7,35.14777755737305,129.02687072753906,122.2
2025-06-09T08:32:49.921+00:00Z,CTRL_PKT_RECV,88,0x50,,,,,,,,,,,,,,,,,,,,,
2025-06-09T08:32:49.933+00:00Z,SEND_PERMIT_ACK_SENT_OK,,,,,,88,0x55,,,,,,,,,,,,,,,,
2025-06-09T08:32:50.564+00:00Z,DATA_LEN_BYTE_RECV,,LEN_0x26,38,,,,,,,,,,,,,,,,,,,,
2025-06-09T08:32:50.593+00:00Z,DATA_FRAME_RECV_FULL,88,DATA_FRAME,38,37,-96,,,,,,,,,,,,,,,,,,
2025-06-09T08:32:50.605+00:00Z,DATA_ACK_SENT_OK,,,,,,88,0xaa,,,,,,,,,,,,,,,,
2025-06-09T08:32:50.606+00:00Z,DECODE_SUCCESS,88,,,37,,,,True,1606,Msg #87,1749457969.0,0.267,-0.395,0.924,0.0,0.0,0.0,-23.1,-14.7,-132.7,35.14777755737305,129.02688598632812,122.5
2025-06-09T08:32:52.063+00:00Z,CTRL_PKT_RECV,89,0x50,,,,,,,,,,,,,,,,,,,,,
2025-06-09T08:32:52.073+00:00Z,SEND_PERMIT_ACK_SENT_OK,,,,,,89,0x55,,,,,,,,,,,,,,,,
2025-06-09T08:32:52.706+00:00Z,DATA_LEN_BYTE_RECV,,LEN_0x26,38,,,,,,,,,,,,,,,,,,,,
2025-06-09T08:32:52.735+00:00Z,DATA_FRAME_RECV_FULL,89,DATA_FRAME,38,37,-96,,,,,,,,,,,,,,,,,,
2025-06-09T08:32:52.745+00:00Z,DATA_ACK_SENT_OK,,,,,,89,0xaa,,,,,,,,,,,,,,,,
2025-06-09T08:32:52.746+00:00Z,DECODE_SUCCESS,89,,,37,,,,True,1746,Msg #88,1749457971.0,0.266,-0.394,0.924,0.0,0.0,0.0,-23.1,-14.7,-132.7,35.147769927978516,129.02688598632812,122.6
2025-06-09T08:32:54.212+00:00Z,CTRL_PKT_RECV,90,0x50,,,,,,,,,,,,,,,,,,,,,
2025-06-09T08:32:54.221+00:00Z,SEND_PERMIT_ACK_SENT_OK,,,,,,90,0x55,,,,,,,,,,,,,,,,
2025-06-09T08:32:54.855+00:00Z,DATA_LEN_BYTE_RECV,,LEN_0x26,38,,,,,,,,,,,,,,,,,,,,
2025-06-09T08:32:54.884+00:00Z,DATA_FRAME_RECV_FULL,90,DATA_FRAME,38,37,-96,,,,,,,,,,,,,,,,,,
2025-06-09T08:32:54.893+00:00Z,DATA_ACK_SENT_OK,,,,,,90,0xaa,,,,,,,,,,,,,,,,
2025-06-09T08:32:54.894+00:00Z,DECODE_SUCCESS,90,,,37,,,,True,894,Msg #89,1749457974.0,0.265,-0.393,0.921,0.0,0.0,0.0,-23.1,-14.7,-132.7,35.14776611328125,129.02688598632812,123.6
2025-06-09T08:32:56.363+00:00Z,CTRL_PKT_RECV,91,0x50,,,,,,,,,,,,,,,,,,,,,
2025-06-09T08:32:56.373+00:00Z,SEND_PERMIT_ACK_SENT_OK,,,,,,91,0x55,,,,,,,,,,,,,,,,
2025-06-09T08:32:57.007+00:00Z,DATA_LEN_BYTE_RECV,,LEN_0x28,40,,,,,,,,,,,,,,,,,,,,
2025-06-09T08:32:57.039+00:00Z,DATA_FRAME_RECV_FULL,91,DATA_FRAME,40,39,-97,,,,,,,,,,,,,,,,,,
2025-06-09T08:32:57.049+00:00Z,DATA_ACK_SENT_OK,,,,,,91,0xaa,,,,,,,,,,,,,,,,
2025-06-09T08:32:57.050+00:00Z,DECODE_SUCCESS,91,,,39,,,,True,1050,Msg #90,1749457976.0,0.266,-0.395,0.924,0.0,0.0,0.1,-23.1,-14.7,-132.7,35.14777374267578,129.02688598632812,123.8
2025-06-09T08:32:58.510+00:00Z,CTRL_PKT_RECV,92,0x50,,,,,,,,,,,,,,,,,,,,,
2025-06-09T08:32:58.521+00:00Z,SEND_PERMIT_ACK_SENT_OK,,,,,,92,0x55,,,,,,,,,,,,,,,,
2025-06-09T08:32:59.155+00:00Z,DATA_LEN_BYTE_RECV,,LEN_0x28,40,,,,,,,,,,,,,,,,,,,,
2025-06-09T08:32:59.186+00:00Z,DATA_FRAME_RECV_FULL,92,DATA_FRAME,40,39,-95,,,,,,,,,,,,,,,,,,
2025-06-09T08:32:59.197+00:00Z,DATA_ACK_SENT_OK,,,,,,92,0xaa,,,,,,,,,,,,,,,,
2025-06-09T08:32:59.198+00:00Z,DECODE_SUCCESS,92,,,39,,,,True,1198,Msg #91,1749457978.0,0.264,-0.394,0.924,0.0,0.0,0.1,-23.1,-14.7,-132.7,35.14776611328125,129.02688598632812,123.8
2025-06-09T08:33:00.656+00:00Z,CTRL_PKT_RECV,93,0x50,,,,,,,,,,,,,,,,,,,,,
2025-06-09T08:33:00.665+00:00Z,SEND_PERMIT_ACK_SENT_OK,,,,,,93,0x55,,,,,,,,,,,,,,,,
2025-06-09T08:33:01.299+00:00Z,DATA_LEN_BYTE_RECV,,LEN_0x26,38,,,,,,,,,,,,,,,,,,,,
2025-06-09T08:33:01.328+00:00Z,DATA_FRAME_RECV_FULL,93,DATA_FRAME,38,37,-94,,,,,,,,,,,,,,,,,,
