log_timestamp_utc,event_type,frame_seq_recv,packet_type_recv_hex,data_len_byte_value,payload_len_on_wire,rssi_dbm,ack_seq_sent,ack_type_sent_hex,decoded_ts_valid_check,decoded_latency_ms_calc,notes,decoded_ts,decoded_accel_ax,decoded_accel_ay,decoded_accel_az,decoded_gyro_gx,decoded_gyro_gy,decoded_gyro_gz,decoded_angle_roll,decoded_angle_pitch,decoded_angle_yaw,decoded_gps_lat,decoded_gps_lon,decoded_gps_altitude
2025-06-10T06:16:05.074+00:00Z,CTRL_PKT_RECV,2,0x50,,,,,,,,,,,,,,,,,,,,,
2025-06-10T06:16:05.085+00:00Z,SEND_PERMIT_ACK_SENT_OK,,,,,,2,0x55,,,,,,,,,,,,,,,,
2025-06-10T06:16:08.775+00:00Z,DATA_LEN_BYTE_RECV,,LEN_0x26,38,,,,,,,,,,,,,,,,,,,,
2025-06-10T06:16:08.805+00:00Z,DATA_FRAME_RECV_FULL,2,DATA_FRAME,38,37,-103,,,,,,,,,,,,,,,,,,
2025-06-10T06:16:08.817+00:00Z,DATA_ACK_SENT_OK,,,,,,2,0xaa,,,,,,,,,,,,,,,,
2025-06-10T06:16:08.818+00:00Z,DECODE_SUCCESS,2,,,37,,,,True,5818,Msg #3,1749536163.0,0.369,-0.556,0.779,0.0,0.0,0.0,-35.3,-21.1,0.0,35.14738082885742,129.0233154296875,108.3
2025-06-10T06:16:12.162+00:00Z,CTRL_PKT_RECV,3,0x50,,,,,,,,,,,,,,,,,,,,,
2025-06-10T06:16:12.173+00:00Z,SEND_PERMIT_ACK_SENT_OK,,,,,,3,0x55,,,,,,,,,,,,,,,,
2025-06-10T06:16:15.865+00:00Z,DATA_LEN_BYTE_RECV,,LEN_0x27,39,,,,,,,,,,,,,,,,,,,,
2025-06-10T06:16:15.895+00:00Z,DATA_FRAME_RECV_FULL,3,DATA_FRAME,39,38,-102,,,,,,,,,,,,,,,,,,
2025-06-10T06:16:15.905+00:00Z,DATA_ACK_SENT_OK,,,,,,3,0xaa,,,,,,,,,,,,,,,,
2025-06-10T06:16:15.906+00:00Z,DECODE_SUCCESS,3,,,38,,,,True,5906,Msg #4,1749536170.0,0.371,-0.554,0.778,-0.1,0.0,0.0,-35.4,-21.1,0.0,35.14738845825195,129.02330017089844,106.3
2025-06-10T06:16:19.270+00:00Z,CTRL_PKT_RECV,4,0x50,,,,,,,,,,,,,,,,,,,,,
2025-06-10T06:16:19.280+00:00Z,SEND_PERMIT_ACK_SENT_OK,,,,,,4,0x55,,,,,,,,,,,,,,,,
2025-06-10T06:16:22.973+00:00Z,DATA_LEN_BYTE_RECV,,LEN_0x27,39,,,,,,,,,,,,,,,,,,,,
2025-06-10T06:16:23.003+00:00Z,DATA_FRAME_RECV_FULL,4,DATA_FRAME,39,38,-103,,,,,,,,,,,,,,,,,,
2025-06-10T06:16:23.012+00:00Z,DATA_ACK_SENT_OK,,,,,,4,0xaa,,,,,,,,,,,,,,,,
2025-06-10T06:16:23.013+00:00Z,DECODE_SUCCESS,4,,,38,,,,True,5013,Msg #5,1749536178.0,0.37,-0.555,0.78,-0.1,0.0,0.0,-35.4,-21.1,0.0,35.14738845825195,129.02328491210938,104.8
2025-06-10T06:16:26.377+00:00Z,CTRL_PKT_RECV,5,0x50,,,,,,,,,,,,,,,,,,,,,
2025-06-10T06:16:26.389+00:00Z,SEND_PERMIT_ACK_SENT_OK,,,,,,5,0x55,,,,,,,,,,,,,,,,
2025-06-10T06:16:30.082+00:00Z,DATA_LEN_BYTE_RECV,,LEN_0x29,41,,,,,,,,,,,,,,,,,,,,
2025-06-10T06:16:30.114+00:00Z,DATA_FRAME_RECV_FULL,5,DATA_FRAME,41,40,-103,,,,,,,,,,,,,,,,,,
2025-06-10T06:16:30.125+00:00Z,DATA_ACK_SENT_OK,,,,,,5,0xaa,,,,,,,,,,,,,,,,
2025-06-10T06:16:30.126+00:00Z,DECODE_SUCCESS,5,,,40,,,,True,5125,Msg #6,1749536185.0,0.37,-0.553,0.781,0.0,-0.1,0.0,-35.4,-21.1,0.0,35.147430419921875,129.0231475830078,105.9
2025-06-10T06:16:33.490+00:00Z,CTRL_PKT_RECV,6,0x50,,,,,,,,,,,,,,,,,,,,,
2025-06-10T06:16:33.501+00:00Z,SEND_PERMIT_ACK_SENT_OK,,,,,,6,0x55,,,,,,,,,,,,,,,,
2025-06-10T06:16:37.195+00:00Z,DATA_LEN_BYTE_RECV,,LEN_0x29,41,,,,,,,,,,,,,,,,,,,,
2025-06-10T06:16:37.227+00:00Z,DATA_FRAME_RECV_FULL,6,DATA_FRAME,41,40,-102,,,,,,,,,,,,,,,,,,
2025-06-10T06:16:37.236+00:00Z,DATA_ACK_SENT_OK,,,,,,6,0xaa,,,,,,,,,,,,,,,,
2025-06-10T06:16:37.237+00:00Z,DECODE_SUCCESS,6,,,40,,,,True,5237,Msg #7,1749536192.0,0.37,-0.555,0.78,0.0,-0.1,0.0,-35.4,-21.1,0.0,35.14743423461914,129.02313232421875,106.0
2025-06-10T06:16:40.606+00:00Z,CTRL_PKT_RECV,7,0x50,,,,,,,,,,,,,,,,,,,,,
2025-06-10T06:16:40.617+00:00Z,SEND_PERMIT_ACK_SENT_OK,,,,,,7,0x55,,,,,,,,,,,,,,,,
2025-06-10T06:16:44.307+00:00Z,DATA_LEN_BYTE_RECV,,LEN_0x26,38,,,,,,,,,,,,,,,,,,,,
2025-06-10T06:16:44.337+00:00Z,DATA_FRAME_RECV_FULL,7,DATA_FRAME,38,37,-103,,,,,,,,,,,,,,,,,,
2025-06-10T06:16:44.349+00:00Z,DATA_ACK_SENT_OK,,,,,,7,0xaa,,,,,,,,,,,,,,,,
2025-06-10T06:16:44.349+00:00Z,DECODE_SUCCESS,7,,,37,,,,True,5349,Msg #8,1749536199.0,0.368,-0.556,0.78,0.0,0.0,0.0,-35.4,-21.1,0.0,35.147438049316406,129.0231170654297,106.2
2025-06-10T06:16:47.714+00:00Z,CTRL_PKT_RECV,8,0x50,,,,,,,,,,,,,,,,,,,,,
2025-06-10T06:16:47.725+00:00Z,SEND_PERMIT_ACK_SENT_OK,,,,,,8,0x55,,,,,,,,,,,,,,,,
2025-06-10T06:16:51.416+00:00Z,DATA_LEN_BYTE_RECV,,LEN_0x26,38,,,,,,,,,,,,,,,,,,,,
2025-06-10T06:16:51.445+00:00Z,DATA_FRAME_RECV_FULL,8,DATA_FRAME,38,37,-103,,,,,,,,,,,,,,,,,,
2025-06-10T06:16:51.457+00:00Z,DATA_ACK_SENT_OK,,,,,,8,0xaa,,,,,,,,,,,,,,,,
2025-06-10T06:16:51.458+00:00Z,DECODE_SUCCESS,8,,,37,,,,True,5457,Msg #9,1749536206.0,0.369,-0.556,0.781,0.0,0.0,0.0,-35.4,-21.1,0.0,35.14744186401367,129.0231170654297,106.5
2025-06-10T06:16:54.826+00:00Z,CTRL_PKT_RECV,9,0x50,,,,,,,,,,,,,,,,,,,,,
2025-06-10T06:16:54.837+00:00Z,SEND_PERMIT_ACK_SENT_OK,,,,,,9,0x55,,,,,,,,,,,,,,,,
2025-06-10T06:16:58.530+00:00Z,DATA_LEN_BYTE_RECV,,LEN_0x28,40,,,,,,,,,,,,,,,,,,,,
2025-06-10T06:16:58.561+00:00Z,DATA_FRAME_RECV_FULL,9,DATA_FRAME,40,39,-103,,,,,,,,,,,,,,,,,,
2025-06-10T06:16:58.573+00:00Z,DATA_ACK_SENT_OK,,,,,,9,0xaa,,,,,,,,,,,,,,,,
2025-06-10T06:16:58.574+00:00Z,DECODE_SUCCESS,9,,,39,,,,True,5574,Msg #10,1749536213.0,0.37,-0.553,0.779,0.0,0.0,0.1,-35.4,-21.1,0.0,35.14744567871094,129.02310180664062,106.5
2025-06-10T06:17:01.938+00:00Z,CTRL_PKT_RECV,10,0x50,,,,,,,,,,,,,,,,,,,,,
2025-06-10T06:17:01.949+00:00Z,SEND_PERMIT_ACK_SENT_OK,,,,,,10,0x55,,,,,,,,,,,,,,,,
2025-06-10T06:17:05.642+00:00Z,DATA_LEN_BYTE_RECV,,LEN_0x29,41,,,,,,,,,,,,,,,,,,,,
2025-06-10T06:17:05.675+00:00Z,DATA_FRAME_RECV_FULL,10,DATA_FRAME,41,40,-103,,,,,,,,,,,,,,,,,,
2025-06-10T06:17:05.685+00:00Z,DATA_ACK_SENT_OK,,,,,,10,0xaa,,,,,,,,,,,,,,,,
2025-06-10T06:17:05.685+00:00Z,DECODE_SUCCESS,10,,,40,,,,True,5685,Msg #11,1749536220.0,0.37,-0.552,0.78,0.0,-0.1,0.0,-35.4,-21.1,0.0,35.14744567871094,129.02310180664062,106.1
2025-06-10T06:17:10.301+00:00Z,KEYBOARD_INTERRUPT,,,,,,,,,,,,,,,,,,,,,,,
2025-06-10T06:17:10.304+00:00Z,SERIAL_PORT_CLOSED,,,,,,,,,,,,,,,,,,,,,,,
2025-06-10T06:18:46.488+00:00Z,SERIAL_PORT_OPEN_SUCCESS,,,,,,,,,,"Port: /dev/ttyAMA0, Baud: 9600",,,,,,,,,,,,,
2025-06-10T06:18:48.481+00:00Z,HANDSHAKE_SYN_RECV,,SYN,,,,,,,,,,,,,,,,,,,,,
2025-06-10T06:18:48.492+00:00Z,HANDSHAKE_ACK_SENT_OK,,,,,,0,0x00,,,,,,,,,,,,,,,,
2025-06-10T06:18:48.493+00:00Z,HANDSHAKE_SUCCESS,,,,,,,,,,,,,,,,,,,,,,,
2025-06-10T06:18:54.502+00:00Z,DATA_LEN_BYTE_RECV,,LEN_0x0d,13,,,,,,,,,,,,,,,,,,,,
2025-06-10T06:18:54.554+00:00Z,DATA_FRAME_CONTENT_FAIL,,,13,,,,,,,"Expected 13B, got 2B. Raw: 0a a0",,,,,,,,,,,,,
2025-06-10T06:19:00.517+00:00Z,DATA_LEN_BYTE_RECV,,LEN_0x0d,13,,,,,,,,,,,,,,,,,,,,
2025-06-10T06:19:00.571+00:00Z,DATA_FRAME_CONTENT_FAIL,,,13,,,,,,,"Expected 13B, got 2B. Raw: 0a a0",,,,,,,,,,,,,
2025-06-10T06:19:06.539+00:00Z,DATA_LEN_BYTE_RECV,,LEN_0x0d,13,,,,,,,,,,,,,,,,,,,,
2025-06-10T06:19:06.590+00:00Z,DATA_FRAME_CONTENT_FAIL,,,13,,,,,,,"Expected 13B, got 2B. Raw: 0a a1",,,,,,,,,,,,,
2025-06-10T06:19:12.552+00:00Z,DATA_LEN_BYTE_RECV,,LEN_0x0d,13,,,,,,,,,,,,,,,,,,,,
2025-06-10T06:19:12.603+00:00Z,DATA_FRAME_CONTENT_FAIL,,,13,,,,,,,"Expected 13B, got 2B. Raw: 0a a0",,,,,,,,,,,,,
2025-06-10T06:19:18.565+00:00Z,DATA_LEN_BYTE_RECV,,LEN_0x0d,13,,,,,,,,,,,,,,,,,,,,
2025-06-10T06:19:18.616+00:00Z,DATA_FRAME_CONTENT_FAIL,,,13,,,,,,,"Expected 13B, got 2B. Raw: 0a a0",,,,,,,,,,,,,
2025-06-10T06:19:20.968+00:00Z,KEYBOARD_INTERRUPT,,,,,,,,,,,,,,,,,,,,,,,
2025-06-10T06:19:20.971+00:00Z,SERIAL_PORT_CLOSED,,,,,,,,,,,,,,,,,,,,,,,
2025-06-10T06:19:58.815+00:00Z,SERIAL_PORT_OPEN_SUCCESS,,,,,,,,,,"Port: /dev/ttyAMA0, Baud: 9600",,,,,,,,,,,,,
2025-06-10T06:20:00.497+00:00Z,HANDSHAKE_SYN_RECV,,SYN,,,,,,,,,,,,,,,,,,,,,
2025-06-10T06:20:00.508+00:00Z,HANDSHAKE_ACK_SENT_OK,,,,,,0,0x00,,,,,,,,,,,,,,,,
2025-06-10T06:20:00.509+00:00Z,HANDSHAKE_SUCCESS,,,,,,,,,,,,,,,,,,,,,,,
2025-06-10T06:20:06.513+00:00Z,DATA_LEN_BYTE_RECV,,LEN_0x0d,13,,,,,,,,,,,,,,,,,,,,
2025-06-10T06:20:06.564+00:00Z,DATA_FRAME_CONTENT_FAIL,,,13,,,,,,,"Expected 13B, got 2B. Raw: 0a 9c",,,,,,,,,,,,,
2025-06-10T06:20:12.529+00:00Z,DATA_LEN_BYTE_RECV,,LEN_0x0d,13,,,,,,,,,,,,,,,,,,,,
2025-06-10T06:20:12.580+00:00Z,DATA_FRAME_CONTENT_FAIL,,,13,,,,,,,"Expected 13B, got 2B. Raw: 0a 9c",,,,,,,,,,,,,
2025-06-10T06:20:18.546+00:00Z,DATA_LEN_BYTE_RECV,,LEN_0x0d,13,,,,,,,,,,,,,,,,,,,,
2025-06-10T06:20:18.597+00:00Z,DATA_FRAME_CONTENT_FAIL,,,13,,,,,,,"Expected 13B, got 2B. Raw: 0a 9c",,,,,,,,,,,,,
2025-06-10T06:20:24.561+00:00Z,DATA_LEN_BYTE_RECV,,LEN_0x0d,13,,,,,,,,,,,,,,,,,,,,
2025-06-10T06:20:24.612+00:00Z,DATA_FRAME_CONTENT_FAIL,,,13,,,,,,,"Expected 13B, got 2B. Raw: 0a 9c",,,,,,,,,,,,,
2025-06-10T06:20:30.574+00:00Z,DATA_LEN_BYTE_RECV,,LEN_0x0d,13,,,,,,,,,,,,,,,,,,,,
2025-06-10T06:20:30.625+00:00Z,DATA_FRAME_CONTENT_FAIL,,,13,,,,,,,"Expected 13B, got 2B. Raw: 0a 9d",,,,,,,,,,,,,
2025-06-10T06:20:36.590+00:00Z,DATA_LEN_BYTE_RECV,,LEN_0x0d,13,,,,,,,,,,,,,,,,,,,,
2025-06-10T06:20:36.641+00:00Z,DATA_FRAME_CONTENT_FAIL,,,13,,,,,,,"Expected 13B, got 2B. Raw: 0a 9c",,,,,,,,,,,,,
2025-06-10T06:20:42.606+00:00Z,DATA_LEN_BYTE_RECV,,LEN_0x0d,13,,,,,,,,,,,,,,,,,,,,
2025-06-10T06:20:42.657+00:00Z,DATA_FRAME_CONTENT_FAIL,,,13,,,,,,,"Expected 13B, got 2B. Raw: 0a 9c",,,,,,,,,,,,,
2025-06-10T06:20:48.622+00:00Z,DATA_LEN_BYTE_RECV,,LEN_0x0d,13,,,,,,,,,,,,,,,,,,,,
2025-06-10T06:20:48.673+00:00Z,DATA_FRAME_CONTENT_FAIL,,,13,,,,,,,"Expected 13B, got 2B. Raw: 0a 9c",,,,,,,,,,,,,
2025-06-10T06:20:54.638+00:00Z,DATA_LEN_BYTE_RECV,,LEN_0x0d,13,,,,,,,,,,,,,,,,,,,,
2025-06-10T06:20:54.689+00:00Z,DATA_FRAME_CONTENT_FAIL,,,13,,,,,,,"Expected 13B, got 2B. Raw: 0a 9c",,,,,,,,,,,,,
2025-06-10T06:21:00.650+00:00Z,DATA_LEN_BYTE_RECV,,LEN_0x0d,13,,,,,,,,,,,,,,,,,,,,
2025-06-10T06:21:00.701+00:00Z,DATA_FRAME_CONTENT_FAIL,,,13,,,,,,,"Expected 13B, got 2B. Raw: 0a 9c",,,,,,,,,,,,,
2025-06-10T06:21:06.663+00:00Z,DATA_LEN_BYTE_RECV,,LEN_0x0d,13,,,,,,,,,,,,,,,,,,,,
2025-06-10T06:21:06.714+00:00Z,DATA_FRAME_CONTENT_FAIL,,,13,,,,,,,"Expected 13B, got 2B. Raw: 0a 9c",,,,,,,,,,,,,
2025-06-10T06:21:12.679+00:00Z,DATA_LEN_BYTE_RECV,,LEN_0x0d,13,,,,,,,,,,,,,,,,,,,,
2025-06-10T06:21:12.730+00:00Z,DATA_FRAME_CONTENT_FAIL,,,13,,,,,,,"Expected 13B, got 2B. Raw: 0a 9c",,,,,,,,,,,,,
2025-06-10T06:21:18.693+00:00Z,DATA_LEN_BYTE_RECV,,LEN_0x0d,13,,,,,,,,,,,,,,,,,,,,
2025-06-10T06:21:18.744+00:00Z,DATA_FRAME_CONTENT_FAIL,,,13,,,,,,,"Expected 13B, got 2B. Raw: 0a 9c",,,,,,,,,,,,,
2025-06-10T06:21:24.708+00:00Z,DATA_LEN_BYTE_RECV,,LEN_0x0d,13,,,,,,,,,,,,,,,,,,,,
2025-06-10T06:21:24.759+00:00Z,DATA_FRAME_CONTENT_FAIL,,,13,,,,,,,"Expected 13B, got 2B. Raw: 0a 9c",,,,,,,,,,,,,
2025-06-10T06:21:28.875+00:00Z,KEYBOARD_INTERRUPT,,,,,,,,,,,,,,,,,,,,,,,
2025-06-10T06:21:28.879+00:00Z,SERIAL_PORT_CLOSED,,,,,,,,,,,,,,,,,,,,,,,
2025-06-10T06:22:03.179+00:00Z,SERIAL_PORT_OPEN_SUCCESS,,,,,,,,,,"Port: /dev/ttyAMA0, Baud: 9600",,,,,,,,,,,,,
2025-06-10T06:22:06.527+00:00Z,HANDSHAKE_SYN_RECV,,SYN,,,,,,,,,,,,,,,,,,,,,
2025-06-10T06:22:06.536+00:00Z,HANDSHAKE_ACK_SENT_OK,,,,,,0,0x00,,,,,,,,,,,,,,,,
2025-06-10T06:22:06.537+00:00Z,HANDSHAKE_SUCCESS,,,,,,,,,,,,,,,,,,,,,,,
2025-06-10T06:22:14.815+00:00Z,CTRL_PKT_RECV,0,0x50,,,,,,,,,,,,,,,,,,,,,
2025-06-10T06:22:14.825+00:00Z,SEND_PERMIT_ACK_SENT_OK,,,,,,0,0x55,,,,,,,,,,,,,,,,
2025-06-10T06:22:18.517+00:00Z,DATA_LEN_BYTE_RECV,,LEN_0x26,38,,,,,,,,,,,,,,,,,,,,
2025-06-10T06:22:18.546+00:00Z,DATA_FRAME_RECV_FULL,0,DATA_FRAME,38,37,-102,,,,,,,,,,,,,,,,,,
2025-06-10T06:22:18.557+00:00Z,DATA_ACK_SENT_OK,,,,,,0,0xaa,,,,,,,,,,,,,,,,
2025-06-10T06:22:18.558+00:00Z,DECODE_SUCCESS,0,,,37,,,,True,5558,Msg #1,1749536533.0,0.375,-0.55,0.781,0.0,0.0,0.0,-35.1,-21.4,0.6,35.14763641357422,129.02362060546875,143.2
2025-06-10T06:22:18.733+00:00Z,KEYBOARD_INTERRUPT,,,,,,,,,,,,,,,,,,,,,,,
2025-06-10T06:22:18.735+00:00Z,SERIAL_PORT_CLOSED,,,,,,,,,,,,,,,,,,,,,,,
2025-06-10T06:22:19.902+00:00Z,SERIAL_PORT_OPEN_SUCCESS,,,,,,,,,,"Port: /dev/ttyAMA0, Baud: 9600",,,,,,,,,,,,,
2025-06-10T06:22:26.911+00:00Z,HANDSHAKE_SYN_TIMEOUT,,,,,,,,,,,,,,,,,,,,,,,
2025-06-10T06:22:33.919+00:00Z,HANDSHAKE_SYN_TIMEOUT,,,,,,,,,,,,,,,,,,,,,,,
2025-06-10T06:22:40.921+00:00Z,HANDSHAKE_SYN_TIMEOUT,,,,,,,,,,,,,,,,,,,,,,,
2025-06-10T06:22:45.502+00:00Z,HANDSHAKE_SYN_RECV,,SYN,,,,,,,,,,,,,,,,,,,,,
2025-06-10T06:22:45.513+00:00Z,HANDSHAKE_ACK_SENT_OK,,,,,,0,0x00,,,,,,,,,,,,,,,,
2025-06-10T06:22:45.514+00:00Z,HANDSHAKE_SUCCESS,,,,,,,,,,,,,,,,,,,,,,,
2025-06-10T06:22:53.723+00:00Z,CTRL_PKT_RECV,0,0x50,,,,,,,,,,,,,,,,,,,,,
2025-06-10T06:22:53.737+00:00Z,SEND_PERMIT_ACK_SENT_OK,,,,,,0,0x55,,,,,,,,,,,,,,,,
2025-06-10T06:22:57.593+00:00Z,DATA_LEN_BYTE_RECV,,LEN_0x2a,42,,,,,,,,,,,,,,,,,,,,
2025-06-10T06:22:57.626+00:00Z,DATA_FRAME_RECV_FULL,0,DATA_FRAME,42,41,-101,,,,,,,,,,,,,,,,,,
2025-06-10T06:22:57.637+00:00Z,DATA_ACK_SENT_OK,,,,,,0,0xaa,,,,,,,,,,,,,,,,
2025-06-10T06:22:57.638+00:00Z,DECODE_SUCCESS,0,,,41,,,,True,5638,Msg #1,1749536572.0,0.372,-0.275,0.912,-3.9,0.3,2.0,-25.3,-22.8,-91.9,35.14741134643555,129.02317810058594,100.1
2025-06-10T06:23:00.996+00:00Z,CTRL_PKT_RECV,1,0x50,,,,,,,,,,,,,,,,,,,,,
2025-06-10T06:23:01.009+00:00Z,SEND_PERMIT_ACK_SENT_OK,,,,,,1,0x55,,,,,,,,,,,,,,,,
2025-06-10T06:23:04.867+00:00Z,DATA_LEN_BYTE_RECV,,LEN_0x2c,44,,,,,,,,,,,,,,,,,,,,
2025-06-10T06:23:04.903+00:00Z,DATA_FRAME_RECV_FULL,1,DATA_FRAME,44,43,-101,,,,,,,,,,,,,,,,,,
2025-06-10T06:23:04.913+00:00Z,DATA_ACK_SENT_OK,,,,,,1,0xaa,,,,,,,,,,,,,,,,
2025-06-10T06:23:04.913+00:00Z,DECODE_SUCCESS,1,,,43,,,,True,5913,Msg #2,1749536579.0,0.37,-0.293,0.935,-3.7,0.1,-1.7,-25.3,-22.8,-91.9,35.14742660522461,129.02317810058594,100.8
2025-06-10T06:23:08.290+00:00Z,CTRL_PKT_RECV,2,0x50,,,,,,,,,,,,,,,,,,,,,
2025-06-10T06:23:08.301+00:00Z,SEND_PERMIT_ACK_SENT_OK,,,,,,2,0x55,,,,,,,,,,,,,,,,
2025-06-10T06:23:12.162+00:00Z,DATA_LEN_BYTE_RECV,,LEN_0x2c,44,,,,,,,,,,,,,,,,,,,,
2025-06-10T06:23:12.197+00:00Z,DATA_FRAME_RECV_FULL,2,DATA_FRAME,44,43,-101,,,,,,,,,,,,,,,,,,
2025-06-10T06:23:12.209+00:00Z,DATA_ACK_SENT_OK,,,,,,2,0xaa,,,,,,,,,,,,,,,,
2025-06-10T06:23:12.210+00:00Z,DECODE_SUCCESS,2,,,43,,,,True,5209,Msg #3,1749536587.0,0.38,-0.329,0.922,-3.4,3.4,-8.4,-25.2,-22.8,-92.0,35.14744186401367,129.02317810058594,101.7
2025-06-10T06:23:15.581+00:00Z,CTRL_PKT_RECV,3,0x50,,,,,,,,,,,,,,,,,,,,,
2025-06-10T06:23:15.597+00:00Z,SEND_PERMIT_ACK_SENT_OK,,,,,,3,0x55,,,,,,,,,,,,,,,,
2025-06-10T06:23:19.450+00:00Z,DATA_LEN_BYTE_RECV,,LEN_0x2a,42,,,,,,,,,,,,,,,,,,,,
2025-06-10T06:23:19.484+00:00Z,DATA_FRAME_RECV_FULL,3,DATA_FRAME,42,41,-103,,,,,,,,,,,,,,,,,,
2025-06-10T06:23:19.496+00:00Z,DATA_ACK_SENT_OK,,,,,,3,0xaa,,,,,,,,,,,,,,,,
2025-06-10T06:23:19.497+00:00Z,DECODE_SUCCESS,3,,,41,,,,True,5497,Msg #4,1749536594.0,0.418,-0.352,0.889,-5.0,5.9,-9.7,-25.2,-22.8,-92.2,35.1474494934082,129.023193359375,102.9
2025-06-10T06:23:22.865+00:00Z,CTRL_PKT_RECV,4,0x50,,,,,,,,,,,,,,,,,,,,,
2025-06-10T06:23:22.877+00:00Z,SEND_PERMIT_ACK_SENT_OK,,,,,,4,0x55,,,,,,,,,,,,,,,,
2025-06-10T06:23:26.735+00:00Z,DATA_LEN_BYTE_RECV,,LEN_0x2a,42,,,,,,,,,,,,,,,,,,,,
2025-06-10T06:23:26.768+00:00Z,DATA_FRAME_RECV_FULL,4,DATA_FRAME,42,41,-101,,,,,,,,,,,,,,,,,,
2025-06-10T06:23:26.781+00:00Z,DATA_ACK_SENT_OK,,,,,,4,0xaa,,,,,,,,,,,,,,,,
2025-06-10T06:23:26.782+00:00Z,DECODE_SUCCESS,4,,,41,,,,True,5781,Msg #5,1749536601.0,0.419,-0.411,0.874,-5.7,6.8,-12.9,-25.2,-22.8,-92.3,35.1474494934082,129.023193359375,103.8
2025-06-10T06:23:30.145+00:00Z,CTRL_PKT_RECV,5,0x50,,,,,,,,,,,,,,,,,,,,,
2025-06-10T06:23:30.157+00:00Z,SEND_PERMIT_ACK_SENT_OK,,,,,,5,0x55,,,,,,,,,,,,,,,,
2025-06-10T06:23:34.015+00:00Z,DATA_LEN_BYTE_RECV,,LEN_0x2a,42,,,,,,,,,,,,,,,,,,,,
2025-06-10T06:23:34.048+00:00Z,DATA_FRAME_RECV_FULL,5,DATA_FRAME,42,41,-102,,,,,,,,,,,,,,,,,,
2025-06-10T06:23:34.061+00:00Z,DATA_ACK_SENT_OK,,,,,,5,0xaa,,,,,,,,,,,,,,,,
2025-06-10T06:23:34.061+00:00Z,DECODE_SUCCESS,5,,,41,,,,True,6061,Msg #6,1749536608.0,0.42,-0.439,0.854,-6.9,6.5,-11.0,-25.2,-22.8,-92.5,35.1474494934082,129.023193359375,104.8
