decoded_accel_ax,decoded_accel_ay,decoded_accel_az,decoded_gyro_gx,decoded_gyro_gy,decoded_gyro_gz,decoded_angle_roll,decoded_angle_pitch,decoded_angle_yaw,decoded_gps_lat,decoded_gps_lon,decoded_gps_altitude
0.762,-0.265,0.634,0.0,0.0,0.0,-22.5,-47.8,0.0,0.14764785766601562,0.026763916015625,140.2
0.758,-0.265,0.637,0.0,0.0,0.0,-22.5,-47.8,0.0,0.14765548706054688,0.026763916015625,139.8
0.759,-0.263,0.636,0.0,0.0,0.0,-22.5,-47.8,0.0,0.14765167236328125,0.0267791748046875,139.3
0.759,-0.264,0.635,0.0,0.0,0.0,-22.5,-47.8,0.0,0.1476593017578125,0.026763916015625,139.1
0.759,-0.264,0.637,0.0,0.0,0.0,-22.5,-47.8,0.0,0.14765548706054688,0.026763916015625,139.0
0.758,-0.264,0.636,0.0,0.0,0.0,-22.5,-47.8,0.0,0.1476593017578125,0.0267486572265625,140.8
0.76,-0.264,0.635,0.0,0.0,0.0,-22.5,-47.8,0.0,0.14766311645507812,0.0267486572265625,141.3
0.759,-0.263,0.635,0.0,0.0,0.0,-22.5,-47.8,0.0,0.1476593017578125,0.0267486572265625,141.1
0.759,-0.263,0.635,0.0,0.0,0.0,-22.5,-47.8,0.0,0.14766693115234375,0.0267486572265625,140.6
0.76,-0.262,0.636,0.0,0.0,0.0,-22.5,-47.8,0.0,0.14766311645507812,0.0267333984375,139.5
0.76,-0.264,0.638,0.0,0.0,0.0,-22.5,-47.8,0.0,0.1476593017578125,0.0267333984375,139.3
0.76,-0.264,0.638,0.0,0.0,0.0,-22.5,-47.8,0.0,0.14765548706054688,0.0267333984375,138.9
0.761,-0.266,0.637,0.0,0.0,0.0,-22.5,-47.8,0.0,0.14764785766601562,0.0267486572265625,138.5
0.76,-0.265,0.635,0.0,0.0,0.0,-22.5,-47.8,0.0,0.14764785766601562,0.026763916015625,137.9
0.761,-0.264,0.636,0.0,0.0,0.0,-22.5,-47.8,0.0,0.14764404296875,0.026763916015625,137.0
0.76,-0.265,0.633,0.0,0.0,0.0,-22.5,-47.8,0.0,0.14764022827148438,0.026763916015625,136.6
0.761,-0.267,0.635,0.0,0.0,0.0,-22.5,-47.8,0.0,0.14764022827148438,0.026763916015625,136.3
0.761,-0.266,0.635,0.0,0.0,0.0,-22.5,-47.8,0.0,0.14763641357421875,0.026763916015625,136.0
0.761,-0.265,0.635,0.0,0.0,0.0,-22.5,-47.8,0.0,0.14763259887695312,0.026763916015625,135.9
0.761,-0.266,0.637,0.0,0.0,0.0,-22.5,-47.8,0.0,0.1476287841796875,0.026763916015625,135.9
0.761,-0.266,0.635,0.0,0.0,0.0,-22.5,-47.8,0.0,0.1476287841796875,0.0267486572265625,135.8
0.761,-0.264,0.635,0.0,0.0,0.0,-22.5,-47.8,0.0,0.14763641357421875,0.026824951171875,136.3
0.759,-0.264,0.638,0.0,0.0,0.0,-22.5,-47.8,0.0,0.14764022827148438,0.02685546875,136.7
0.759,-0.265,0.634,0.0,0.0,0.0,-22.5,-47.8,0.0,0.14764404296875,0.026885986328125,137.6
0.759,-0.264,0.636,0.0,0.0,0.0,-22.5,-47.8,0.0,0.14764785766601562,0.0269012451171875,138.1
0.76,-0.267,0.637,0.0,0.0,0.0,-22.5,-47.8,0.0,0.14764785766601562,0.02691650390625,138.2
0.759,-0.264,0.637,0.0,0.0,0.0,-22.5,-47.8,0.0,0.14764785766601562,0.02691650390625,138.3
0.761,-0.265,0.637,0.0,0.0,0.0,-22.5,-47.8,0.0,0.14764785766601562,0.02691650390625,138.4
0.76,-0.263,0.635,0.0,0.0,0.0,-22.5,-47.8,0.0,0.14764785766601562,0.02691650390625,138.3
0.759,-0.265,0.635,0.0,0.0,0.0,-22.5,-47.8,0.0,0.14764404296875,0.02691650390625,138.3
0.76,-0.265,0.635,0.0,0.0,0.0,-22.5,-47.8,0.0,0.14763641357421875,0.02691650390625,138.3
0.759,-0.266,0.635,0.0,0.0,0.0,-22.5,-47.8,0.0,0.14763259887695312,0.02691650390625,138.3
0.76,-0.265,0.637,0.0,0.0,0.0,-22.5,-47.8,0.0,0.14765167236328125,0.026947021484375,136.8
0.759,-0.265,0.636,0.0,0.0,0.0,-22.5,-47.8,0.0,0.14766311645507812,0.026947021484375,132.6
0.757,-0.263,0.636,0.0,0.0,0.0,-22.5,-47.8,0.0,0.14767837524414062,0.0269012451171875,126.6
0.761,-0.263,0.633,0.0,0.0,0.0,-22.5,-47.8,0.0,0.14769363403320312,0.0268707275390625,120.7
0.761,-0.263,0.633,0.0,0.0,0.0,-22.5,-47.8,0.0,0.147705078125,0.026824951171875,114.4
0.759,-0.263,0.634,0.0,0.0,0.0,-22.5,-47.8,0.0,0.14772415161132812,0.0268096923828125,109.6
0.76,-0.262,0.636,0.0,0.0,0.0,-22.5,-47.8,0.0,0.147735595703125,0.0267791748046875,105.3
0.759,-0.264,0.634,0.0,0.0,0.0,-22.5,-47.8,0.0,0.14772415161132812,0.0267791748046875,104.8
0.761,-0.263,0.634,0.0,0.0,0.0,-22.5,-47.8,0.0,0.14772415161132812,0.0267791748046875,104.8
0.761,-0.265,0.634,0.0,0.0,0.0,-22.5,-47.8,0.0,0.1477203369140625,0.0267791748046875,104.1
0.76,-0.265,0.635,0.0,0.0,0.0,-22.5,-47.8,0.0,0.14771652221679688,0.026763916015625,102.9
0.758,-0.264,0.638,0.0,0.0,0.0,-22.5,-47.8,0.0,0.14771652221679688,0.026763916015625,102.4
0.76,-0.265,0.636,0.0,0.0,0.0,-22.5,-47.8,0.0,0.1477203369140625,0.026763916015625,101.8
0.761,-0.264,0.636,0.0,0.0,0.0,-22.5,-47.8,0.0,0.1477203369140625,0.026763916015625,101.9
0.761,-0.265,0.635,0.0,0.0,0.0,-22.5,-47.8,0.0,0.14771652221679688,0.026763916015625,103.3
0.761,-0.264,0.635,0.0,0.0,0.0,-22.5,-47.8,0.0,0.14770889282226562,0.0267791748046875,103.9
0.761,-0.263,0.635,0.0,0.0,0.0,-22.5,-47.8,0.0,0.14769363403320312,0.0267791748046875,105.1
0.761,-0.263,0.637,0.0,0.0,0.0,-22.5,-47.8,0.0,0.14768600463867188,0.0267791748046875,106.1
0.76,-0.264,0.637,0.0,0.0,0.0,-22.5,-47.8,0.0,0.14767837524414062,0.0267791748046875,107.9
0.759,-0.264,0.638,0.0,0.0,0.0,-22.5,-47.8,0.0,0.147674560546875,0.0267791748046875,109.0
0.761,-0.264,0.636,0.0,0.0,0.0,-22.5,-47.8,0.0,0.14766693115234375,0.0267791748046875,109.8
0.759,-0.264,0.635,0.0,0.0,0.0,-22.5,-47.8,0.0,0.14766311645507812,0.0267791748046875,110.9
0.758,-0.264,0.636,0.0,0.0,0.0,-22.5,-47.8,0.0,0.14765548706054688,0.0267791748046875,111.8
0.759,-0.263,0.636,0.0,0.0,0.0,-22.5,-47.8,0.0,0.14764785766601562,0.02679443359375,112.7
0.758,-0.262,0.636,0.0,0.0,0.0,-22.5,-47.8,0.0,0.14764022827148438,0.0267791748046875,113.2
0.758,-0.263,0.636,0.0,0.0,0.0,-22.5,-47.8,0.0,0.14763259887695312,0.02679443359375,113.5
0.761,-0.265,0.634,0.0,0.0,0.0,-22.5,-47.8,0.0,0.1476287841796875,0.02679443359375,113.9
0.761,-0.264,0.635,0.0,0.0,0.0,-22.5,-47.8,0.0,0.14762115478515625,0.02679443359375,115.7
0.759,-0.265,0.639,0.0,0.0,0.0,-22.5,-47.8,0.0,0.14762115478515625,0.02679443359375,116.6
0.758,-0.264,0.637,0.0,0.0,0.0,-22.5,-47.8,0.0,0.14761734008789062,0.02679443359375,117.4
0.761,-0.264,0.636,0.0,0.0,0.0,-22.5,-47.8,0.0,0.147613525390625,0.0267791748046875,118.4
0.763,-0.264,0.635,0.0,0.0,0.0,-22.5,-47.8,0.0,0.147613525390625,0.0267791748046875,119.6
0.76,-0.262,0.635,0.0,0.0,0.0,-22.5,-47.8,0.0,0.147613525390625,0.0267791748046875,120.2
0.759,-0.264,0.634,0.0,0.0,0.0,-22.5,-47.8,0.0,0.14760971069335938,0.0267791748046875,121.1
0.759,-0.266,0.637,0.0,0.0,0.0,-22.5,-47.8,0.0,0.1475982666015625,0.0267791748046875,121.5
0.76,-0.265,0.636,0.0,0.0,0.0,-22.5,-47.8,0.0,0.14759445190429688,0.0267791748046875,122.2
0.76,-0.264,0.638,0.0,0.0,0.0,-22.5,-47.8,0.0,0.14759445190429688,0.0267791748046875,123.7
0.76,-0.265,0.637,0.0,0.0,0.0,-22.5,-47.8,0.0,0.14759063720703125,0.0267791748046875,124.3
0.76,-0.265,0.636,0.0,0.0,0.0,-22.5,-47.8,0.0,0.14760208129882812,0.026763916015625,125.1
0.759,-0.266,0.636,0.0,0.0,0.0,-22.5,-47.8,0.0,0.14760208129882812,0.026763916015625,126.0
0.759,-0.263,0.634,0.0,0.0,0.0,-22.5,-47.8,0.0,0.1475982666015625,0.026763916015625,126.8
0.758,-0.264,0.636,0.0,0.0,0.0,-22.5,-47.8,0.0,0.14759445190429688,0.0267791748046875,128.0
0.76,-0.263,0.633,0.0,0.0,0.0,-22.5,-47.8,0.0,0.14759063720703125,0.0267791748046875,128.8
0.761,-0.264,0.636,0.0,0.0,0.0,-22.5,-47.8,0.0,0.14758682250976562,0.0267791748046875,129.9
0.761,-0.263,0.636,0.0,0.0,0.0,-22.5,-47.8,0.0,0.1475830078125,0.0267791748046875,130.0
0.76,-0.263,0.637,0.0,0.0,0.0,-22.5,-47.8,0.0,0.14757919311523438,0.0267791748046875,131.2
0.76,-0.263,0.637,0.0,0.0,0.0,-22.5,-47.8,0.0,0.14757537841796875,0.0267791748046875,131.9
0.76,-0.266,0.639,0.0,0.0,0.0,-22.5,-47.8,0.0,0.14757537841796875,0.0267791748046875,132.4
0.76,-0.263,0.636,0.0,0.0,0.0,-22.5,-47.8,0.0,0.14757156372070312,0.02679443359375,132.8
0.759,-0.264,0.633,0.0,0.0,0.0,-22.5,-47.8,0.0,0.14757156372070312,0.02679443359375,133.6
0.759,-0.263,0.635,0.0,0.0,0.0,-22.5,-47.8,0.0,0.1475677490234375,0.02679443359375,134.4
0.759,-0.264,0.635,0.0,0.0,0.0,-22.5,-47.8,0.0,0.1475677490234375,0.02679443359375,134.9
0.759,-0.266,0.637,0.0,0.0,0.0,-22.5,-47.8,0.0,0.14756393432617188,0.02679443359375,135.2
0.76,-0.264,0.636,0.0,0.0,0.0,-22.5,-47.8,0.0,0.14756011962890625,0.02679443359375,135.8
0.758,-0.266,0.639,0.0,0.0,0.0,-22.5,-47.8,0.0,0.14756011962890625,0.02679443359375,136.7
0.759,-0.264,0.636,0.0,0.0,0.0,-22.5,-47.8,0.0,0.14756011962890625,0.0268096923828125,137.5
0.761,-0.264,0.635,0.0,0.0,0.0,-22.5,-47.8,0.0,0.14756011962890625,0.0268096923828125,138.2
0.761,-0.264,0.634,0.0,0.0,0.0,-22.5,-47.8,0.0,0.14756011962890625,0.02679443359375,138.7
0.759,-0.265,0.636,0.0,0.0,0.0,-22.5,-47.8,0.0,0.14756011962890625,0.02679443359375,139.4
0.758,-0.267,0.636,0.0,0.0,0.0,-22.5,-47.8,0.0,0.14756011962890625,0.02679443359375,140.0
0.76,-0.265,0.638,0.0,0.0,0.0,-22.5,-47.8,0.0,0.14756011962890625,0.02679443359375,140.2
0.759,-0.266,0.636,0.0,0.0,0.0,-22.5,-47.8,0.0,0.14755630493164062,0.0268096923828125,140.5
0.759,-0.265,0.635,0.0,0.0,0.0,-22.5,-47.8,0.0,0.14755630493164062,0.0268096923828125,140.4
0.76,-0.265,0.635,0.0,0.0,0.0,-22.5,-47.8,0.0,0.1475372314453125,0.026824951171875,147.6
0.761,-0.264,0.636,0.0,0.0,0.0,-22.5,-47.8,0.0,0.14754486083984375,0.026824951171875,145.5
0.76,-0.263,0.638,0.0,0.0,0.0,-22.5,-47.8,0.0,0.14754486083984375,0.026824951171875,141.2
0.759,-0.266,0.638,0.0,0.0,0.0,-22.5,-47.8,0.0,0.1475372314453125,0.026824951171875,140.0
0.757,-0.263,0.637,0.0,0.0,0.0,-22.5,-47.8,0.0,0.14752578735351562,0.0268096923828125,138.2
0.759,-0.264,0.636,0.0,0.0,0.0,-22.5,-47.8,0.0,0.14752197265625,0.026824951171875,136.9
0.76,-0.264,0.637,0.0,0.0,0.0,-22.5,-47.8,0.0,0.14752578735351562,0.026824951171875,134.1
0.759,-0.267,0.635,0.0,0.0,0.0,-22.5,-47.8,0.0,0.14752960205078125,0.026824951171875,132.5
0.76,-0.264,0.636,0.0,0.0,0.0,-22.5,-47.8,0.0,0.14752960205078125,0.026824951171875,131.5
0.763,-0.263,0.637,0.0,0.0,0.0,-22.5,-47.8,0.0,0.14753341674804688,0.026824951171875,130.3
0.762,-0.262,0.638,0.0,0.0,0.0,-22.5,-47.8,0.0,0.14753341674804688,0.026824951171875,127.2
0.76,-0.264,0.637,0.0,0.0,0.0,-22.5,-47.8,0.0,0.1475372314453125,0.026824951171875,126.2
0.762,-0.264,0.636,0.0,0.0,0.0,-22.5,-47.8,0.0,0.14754104614257812,0.026824951171875,125.0
0.76,-0.264,0.636,0.0,0.0,0.0,-22.5,-47.8,0.0,0.14754104614257812,0.026824951171875,124.2
0.761,-0.263,0.638,0.0,0.0,0.0,-22.5,-47.8,0.0,0.14754104614257812,0.026824951171875,123.5
0.759,-0.265,0.635,0.0,0.0,0.0,-22.5,-47.8,0.0,0.14754104614257812,0.026824951171875,122.8
0.76,-0.264,0.634,0.0,0.0,0.0,-22.5,-47.8,0.0,0.1475372314453125,0.026824951171875,123.8
0.76,-0.264,0.637,0.0,0.0,0.0,-22.5,-47.8,0.0,0.14754486083984375,0.0268096923828125,123.7
0.76,-0.262,0.635,0.0,0.0,0.0,-22.5,-47.8,0.0,0.14754867553710938,0.0268096923828125,123.0
0.761,-0.264,0.635,0.0,0.0,0.0,-22.5,-47.8,0.0,0.14754867553710938,0.0268096923828125,123.0
0.761,-0.263,0.633,0.0,0.0,0.0,-22.5,-47.8,0.0,0.14754867553710938,0.0268096923828125,123.6
0.761,-0.264,0.632,0.0,0.0,0.0,-22.5,-47.8,0.0,0.147552490234375,0.0268096923828125,122.3
0.761,-0.263,0.636,0.0,0.0,0.0,-22.5,-47.8,0.0,0.14755630493164062,0.0268096923828125,121.7
0.759,-0.264,0.635,0.0,0.0,0.0,-22.5,-47.8,0.0,0.14756011962890625,0.0268096923828125,121.5
0.76,-0.263,0.635,0.0,0.0,0.0,-22.5,-47.8,0.0,0.14756011962890625,0.0268096923828125,120.5
0.761,-0.265,0.635,0.0,0.0,0.0,-22.5,-47.8,0.0,0.14756011962890625,0.0268096923828125,121.7
0.761,-0.265,0.636,0.0,0.0,0.0,-22.5,-47.8,0.0,0.14756393432617188,0.0268096923828125,121.6
0.76,-0.264,0.635,0.0,0.0,0.0,-22.5,-47.8,0.0,0.14756011962890625,0.0268096923828125,121.8
0.757,-0.264,0.635,0.0,0.0,0.0,-22.5,-47.8,0.0,0.14756011962890625,0.0268096923828125,123.9
0.759,-0.265,0.633,0.0,0.0,0.0,-22.5,-47.8,0.0,0.14756011962890625,0.0268096923828125,123.7
0.76,-0.265,0.633,0.0,0.0,0.0,-22.5,-47.8,0.0,0.14756011962890625,0.0268096923828125,123.9
0.761,-0.262,0.634,0.0,0.0,0.0,-22.5,-47.8,0.0,0.14755630493164062,0.0268096923828125,125.5
0.758,-0.264,0.635,0.0,0.0,0.0,-22.5,-47.8,0.0,0.14755630493164062,0.0268096923828125,126.0
0.762,-0.263,0.632,0.0,0.0,0.0,-22.5,-47.8,0.0,0.147552490234375,0.0268096923828125,127.4
0.761,-0.265,0.635,0.0,0.0,0.0,-22.5,-47.8,0.0,0.147552490234375,0.0268096923828125,127.9
0.76,-0.266,0.635,0.0,0.0,0.0,-22.5,-47.8,0.0,0.14755630493164062,0.0268096923828125,128.5
0.759,-0.265,0.633,0.0,0.0,0.0,-22.5,-47.8,0.0,0.14756011962890625,0.0268096923828125,128.4
0.759,-0.263,0.637,0.0,0.0,0.0,-22.5,-47.8,0.0,0.14755630493164062,0.0268096923828125,129.4
0.761,-0.262,0.637,0.0,0.0,0.0,-22.5,-47.8,0.0,0.14756011962890625,0.0268096923828125,129.6
0.76,-0.265,0.637,0.0,0.0,0.0,-22.5,-47.8,0.0,0.14755630493164062,0.0268096923828125,130.5
0.759,-0.265,0.638,0.0,0.0,0.0,-22.5,-47.8,0.0,0.147552490234375,0.0268096923828125,130.9
0.761,-0.266,0.636,0.0,0.0,0.0,-22.5,-47.8,0.0,0.147552490234375,0.0268096923828125,131.6
0.76,-0.265,0.632,0.0,0.0,0.0,-22.5,-47.8,0.0,0.14754486083984375,0.0268096923828125,133.6
0.76,-0.265,0.636,0.0,0.0,0.0,-22.5,-47.8,0.0,0.14754104614257812,0.0268096923828125,134.2
0.76,-0.264,0.637,0.0,0.0,0.0,-22.5,-47.8,0.0,0.14754486083984375,0.0268096923828125,134.2
0.761,-0.263,0.636,0.0,0.0,0.0,-22.5,-47.8,0.0,0.14754486083984375,0.0268096923828125,133.9
0.761,-0.263,0.635,0.0,0.0,0.0,-22.5,-47.8,0.0,0.14754104614257812,0.0268096923828125,134.4
0.759,-0.264,0.638,0.0,0.0,0.0,-22.5,-47.8,0.0,0.14753341674804688,0.0268096923828125,135.6
0.76,-0.265,0.637,0.0,0.0,0.0,-22.5,-47.8,0.0,0.14753341674804688,0.0268096923828125,135.4
0.759,-0.264,0.637,0.0,0.0,0.0,-22.5,-47.8,0.0,0.14752960205078125,0.0268096923828125,136.0
0.76,-0.264,0.637,0.0,0.0,0.0,-22.5,-47.8,0.0,0.14752960205078125,0.02679443359375,136.3
0.759,-0.263,0.637,0.0,0.0,0.0,-22.5,-47.8,0.0,0.14752960205078125,0.02679443359375,136.8
0.758,-0.263,0.637,0.0,0.0,0.0,-22.5,-47.8,0.0,0.14752578735351562,0.02679443359375,137.0
0.758,-0.263,0.639,0.0,0.0,0.0,-22.5,-47.8,0.0,0.14751815795898438,0.02679443359375,138.0
0.759,-0.264,0.637,0.0,0.0,0.0,-22.5,-47.8,0.0,0.14751052856445312,0.02679443359375,138.7
0.76,-0.265,0.634,0.0,0.0,0.0,-22.5,-47.8,0.0,0.14751052856445312,0.02679443359375,140.2
0.419,-0.514,0.79,0.0,0.0,0.6,-33.0,-23.9,39.2,0.14743804931640625,0.0268096923828125,156.4
0.42,-0.513,0.788,-0.1,0.0,0.6,-33.0,-23.9,39.2,0.14744186401367188,0.0268096923828125,156.0
0.418,-0.512,0.789,0.0,-0.1,0.3,-33.0,-23.9,39.2,0.14745712280273438,0.0268096923828125,155.3
0.418,-0.514,0.79,0.0,0.0,0.0,-33.0,-23.9,39.2,0.1474609375,0.02679443359375,154.9
0.419,-0.513,0.79,0.0,0.0,-0.1,-33.0,-23.9,39.2,0.14745712280273438,0.02679443359375,154.7
0.42,-0.515,0.791,0.0,0.0,-0.2,-33.0,-23.9,39.2,0.14746856689453125,0.02679443359375,154.3
0.418,-0.514,0.789,0.0,0.0,-0.3,-33.0,-23.9,39.2,0.1474761962890625,0.0268096923828125,153.4
0.416,-0.514,0.788,0.0,-0.1,-0.3,-33.0,-23.9,39.2,0.14748764038085938,0.0268096923828125,152.8
0.417,-0.514,0.791,0.0,0.0,-0.2,-33.0,-23.9,39.2,0.14749526977539062,0.0268096923828125,152.5
0.417,-0.515,0.791,0.0,0.0,0.0,-33.0,-23.9,39.2,0.14750289916992188,0.0268096923828125,152.4
0.419,-0.514,0.791,0.0,0.0,0.4,-33.0,-23.9,39.2,0.14751052856445312,0.02679443359375,152.1
0.416,-0.513,0.794,0.0,0.0,0.6,-33.0,-23.9,39.2,0.14751434326171875,0.02679443359375,152.0
0.419,-0.514,0.79,-0.1,0.0,0.6,-33.0,-23.9,39.2,0.14752197265625,0.02679443359375,151.8
0.421,-0.515,0.789,0.0,0.0,0.3,-33.0,-23.9,39.2,0.14752960205078125,0.02679443359375,151.6
0.418,-0.514,0.789,0.0,0.0,-0.1,-33.0,-23.9,39.2,0.14753341674804688,0.02679443359375,150.6
0.419,-0.512,0.79,-0.1,0.1,-0.5,-33.0,-23.9,39.2,0.14753341674804688,0.0268096923828125,150.2
0.416,-0.512,0.79,0.1,0.0,-0.7,-33.0,-23.9,39.2,0.14753341674804688,0.0268096923828125,149.7
0.416,-0.514,0.79,0.1,0.0,-0.6,-33.0,-23.9,39.2,0.14754104614257812,0.0268096923828125,149.0
0.416,-0.513,0.791,0.0,0.1,0.0,-33.0,-23.9,39.2,0.14754486083984375,0.0268096923828125,147.6
0.417,-0.514,0.79,-0.1,0.1,0.6,-33.0,-23.9,39.2,0.14754486083984375,0.0268096923828125,147.0
0.418,-0.515,0.791,-0.1,0.1,0.7,-33.0,-23.9,39.2,0.14754867553710938,0.0268096923828125,146.1
0.418,-0.514,0.788,0.0,0.0,0.4,-33.0,-23.9,39.2,0.147552490234375,0.026824951171875,145.6
0.418,-0.514,0.79,0.0,0.0,0.1,-33.0,-23.9,39.2,0.147552490234375,0.026824951171875,144.4
0.419,-0.514,0.789,0.0,0.0,0.0,-33.0,-23.9,39.2,0.147552490234375,0.026824951171875,144.0
0.418,-0.514,0.79,-0.1,-0.1,-0.3,-33.0,-23.9,39.2,0.147552490234375,0.0268402099609375,143.5
0.418,-0.516,0.79,0.0,-0.1,-0.5,-33.0,-23.9,39.2,0.147552490234375,0.02685546875,143.3
0.417,-0.515,0.79,0.0,0.0,-0.4,-33.0,-23.9,39.2,0.14755630493164062,0.02685546875,142.8
0.418,-0.515,0.791,-0.1,0.0,0.0,-33.0,-23.9,39.2,0.14756011962890625,0.02685546875,142.2
0.42,-0.515,0.789,0.0,0.0,0.4,-33.0,-23.9,39.2,0.14755630493164062,0.02685546875,142.0
0.418,-0.513,0.79,0.0,0.0,0.8,-33.0,-23.9,39.2,0.14756011962890625,0.0268707275390625,142.3
0.419,-0.513,0.787,0.0,0.0,0.9,-33.0,-23.9,39.2,0.14755630493164062,0.0268707275390625,142.1
0.419,-0.513,0.789,0.0,0.0,0.6,-33.0,-23.9,39.2,0.14756011962890625,0.0268707275390625,141.8
